,reviews,sentiment
2138,Thanks to Amazon for the timely delivery... Comments about the product.. Its very affordable and its very well crafted.. It fits as expected... Guys if you like to have a casual look... These are the jeans to buy.. No worries of it getting torn bcz it is little stretchable.. which is good for guys who have lot of energy in them.. lastly good classy looking denim.. which does not burn your pocket... Forget the negative reviews guys... Just trust... It wont disappoint. You will be satisfied that you made a smart choice..,2
2139,Highly stretchable and large too. Choose one size smaller.Comfortable use experience with one wash so far. though alteration is essential and costly too.Better go and purchase it directly from Mall where it is cheaper (~ Rs. 500/- in offer) and they do alteration also at no extra cost.,1
2140,"I have bought many brands jeans pants I have seenEven if you have a high quality Brand, some color is gonethis jeans pent color does not go",2
2141,"Highly disappointed to receive faded blue color as compared to deep blue color displayed in the order. Further, as claimed the pant is not at all flexi relaxing fitting.Amazon shud compensate me for low quality of goods being supplied by unscrupulous traders to upkeep its prestige - may be by penalizing suppliers.",0
2142,Length  so small product is not good old stock,0
2143,"Good Product, my waist size is 34. But I like relaxed fitting so I ordered 36 size. Jeans [ size 36] fits to a person who is 34.8/35 waist. Slightly tight.. But it is smooth and comfortable jeans. If someone likes loose fitting then",2
2144,"Quality is too bad.I could not wear it a single day.Before use I was it, after was I found several fabric rooten up spot at maney places.If you buy it, your money will be lost.Too bad quality.My first ever bad purchase at Amazon",0
2145,Great!,2
2146,Poor quality.  I'm  wearing jeans at least 2times. And see.  It's waste money. Please don't buy products.,0
2147,The colour of the trouser runs and the black trouser has patches of grey in it. I have washed it three times as the colour was running profusely in the first wash and is doing so even after three washes. The product should carry a warning that it should not be washed with other clothes.,0
2148,"It is too tight and I could not wear it after washing once.  Very disappointing.  If it is mentioned as slim fit, I would have gone for a bigger size.  Quality of the product is good, but measurement is tight",0
2149,Having Been Using This Brands Jeans Of Same Size But This was too small in size with very tight fit,1
2150,Product is very nice but length is long.Colour is not fad after 2 wash.,2
2151,Good look and nice fit. I took white earlier and satisfied. Hence ordered blac pne and again very much satisfies. Good one. Fits exactly. Loved it,2
2152,The side stiching of side comes more on thighs that means it looks bit out of place and the more you wash it keeps on getting short. Worth Rs 500 only not more so look 👀 for in sale,1
2153,The material is great and so is the fitting and the colours. I have purchased 3 of these and they fit perfect and quite comfortable. Would be great if they start caudroy too.,2
2154,Colour and quality is good but...size is small...that's why ordered for 36 and this product I returned...but delivery of the jeans pant is outstanding with in one day thanks Amazon.....no other e commerce can beat you...proud of you....,2
2155,"After 1 wash, it become as paper. Pressing with steam iron also is tough. Colour faded even after using India's top detergent. Cloth is too thin and became thinner after wash.I don't prefer buying clothes online because both e commerce platform charges high seller commission on clothes, so seller have to sell low quality products. At this price, offline stores have far better quality.",0
2156,product is not of same colour as shown in picture. product has some greenish tint in spite  of blue.,2
2157,"Can't imagine such a product at that price, nice one, good fitting, size is really true to size, mild streachable material, highly recommended",2
2158,Awesome Jeans at affordable price. This jeans made everyone ask me about it. Head Turner. Grt thanks dealer and Amazon.,2
2159,Nice in look and perfect in fitting/size. Purchased it for my husband and he loved it. It is a Good deal !!,2
2160,Jeans is of very light material. Order a size larger as it gets tight around the hip area.,1
2161,Perfect size good quality bit color is not black. dark grey,2
2162,Snug everywhere except at the waist. Giving up on trying to understand their definitions of relaxed and regular.,0
2163,"
                    The media could not be loaded.
                




   It was a very nice jeans it fitted well the colour was also ok but I haven't wash it I will let you know if the colour after wash is done or not but it's ok it's quite 🙏",2
2164,"In the length it's very short,what I expected it's not like that,it's should be little long in length.its really make me unhappy.because I planned to buy 2 more jeans ,but this one make me uncomfortable in length size .so now I decided to not buy the other jeans.Thanks you",0
2165,"Product is not so good.price is charged 640 rs from me.after two days I checked same product, its price was 499 rs. I was shocked. Difference is 140 rs with in two days for same product.As I received product,price is not more than 250 rs because pockets of paint stitched with two different cloths. One pocket has different colour and other has different colour.it looks like that it buy from footpath market.",0
2166,Color washed away in first wash,1
2167,Product is not setisfid & qulity is not good,0
2168,Best part of this denim is I did not spend anything on alteration. Waist and inseam is perfect fit. I got this in festival sale time for 399 and must say that it's kind of jackpot.. thumbs up..,2
2169,Perfect fitness  but little harder,2
2170,Fitting is ok however just after 4 months the stitch has is coming out button is getting loose.,1
2171,Material not good,0
2172,"
                    The media could not be loaded.
                




   Second hand Jeans. Bad Jeans .",0
2173,I give 1 star because of this product is not genuine means it's duplicate.,0
2174,Jeans cost shown was 2999 rs with 70 percent discount it was 538 rs.Quality is very poor third class. In our city such jeans are sold on the road side footpath for 200 rs only. It's very samefull Amazon such a big co . is selling such low quality products and making fools to the customers.I have informed in my group not to purchase online.,0
2175,Very bad quality.its not a jeans meterial..it's not same as it's shown in the picture.. wrong product delivered... very disappointed.dont buy anyone.,0
2176,The description states Size 34 will fit waist size 35-36 but in actual it is not so. That is tge reason the product had to be returned,2
2177,The product is exactly same I'm satisfied with the product.its very comfortable must go for this.,2
2178,Jeans looks to be a very bad quality material. Not recommended to buy.  I had place a return request.,0
2179,"Bought this during the sale, and the jeans quality is average. The cloth is a bit thinner than wt the normal jeans are, but for the price i paid it acceptable.",1
2180,Tight got slim fit instead of relaxed fit.,0
2181,I liked the product but the colour shown on site is differ what received. BUT GOOD,2
2182,Colour shown in picture is different from actual received product.,0
2183,"No dislike, good for budget, regular wear",2
2184,Other fittings are ok...but waist fitting is too tight...it happed after first wash...so can't even return...waste of money,0
2185,Nice product value for money,2
2186,Good phant. Nice and fit.,2
2187,I bought it in sale so the cost was very less it was a good purchase. Will go for it again,2
2188,Dont buy it . The colour shuds each and every time even after 100 wash . It won't last long .poor quality,0
2189,Nice jins pant all good,2
2190,I am fully satisfied.,2
2191,Nice it is fit to my father thanks Amazon,2
